acc_no,author,title,publisher_info,year,isbn,storage_loc,subject,class_no
B07759,Matisoff (B S),Handbook of Electronics Manufacturing Engineering,"VNR Company , Newyork",1978.0,0442251467,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 MAT
B22625,CMT Institute,Machine Tool Design Handbook,"Mcgraw hill education Pvt,ltd",1998.0,9780074515648,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 CMT
B22386,Nikolaidis Dan M.(E),Engineering Design Reliability handbook (Part 1),CRC Press london,2016.0,9781498771863,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 NIK
B22387,Nikolaidis Dan M.(E),Engineering Design Reliability handbook (Part 2),CRC Press london,2016.0,9781498771863,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 NIK
B22384,Mallick (PK),Composites engineering Handbook (Part 1),CRC Press london,2016.0,9781498771825,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 MAL
B22385,Mallick (PK),Composites engineering Handbook (Part 2),CRC Press london,2016.0,9781498771825,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 MAL
B22379,Silva(CW),Vibration and Shock Handbook (Part1),"Taylor & Francis , London",2016.0,9781498772105,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 SIL
B22380,Silva(CW),Vibration and Shock Handbook (Part1),"Taylor & Francis , London",2016.0,9781498772105,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 SIL
B21550,Oberg (E ),Machinery's Handbook 27th Edition,"Industrial Press INC, Newyork",2004.0,0831127007,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 OBE
B19512,Kreith (F ),The CRC Handbook of Mechanical Engineering,CRC Press london,1998.0,084939418X,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 KRE
B13401,Kutz (M),Mrchanical Engineer's Handbook,A Wiley-Interscince Publication,1986.0,,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 KUT
B21191,Lingaiah (K),Machine Design Databook,"Tata Mc Graw-Hill education pvt,Ltd /New Delhi",2003.0,9780071074391,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621.01 LIN
B22383,Bishop(H.R),"Mechatronic System,Sensors & Actuators Part-1","CRC Press Taylor & Francis Group/London,New York",2008.0,9781498772068,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 BIS
B22382,Bishop(H.R),"Mechatronic System,Sensors & Actuators Part-2","CRC Press Taylor & Francis Group/London,New York",2008.0,9781498772068,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)681.31 BIS
B13377,Hoffman (G.E),Student's Shop Reference Handbook,"Industrial Press INC, Newyork",1986.0,0831111615,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 HOF
B17189,Grenberg (E.L),How Things Work Universal Enclyclopedia of Machines (V-I),Indus HarperCollins India,1992.0,0586081739,TLC-R-1-S-9,ENCYCLOPEDIA,(035)621 GRU
B4655,Rothbart (HA),Mechnical Designe System handbook,"McGraw-Hill Book Company,USA",1964.0,,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 ROT
B4180,Horton (HL),Machinery's Handbook,"Industrial Press INC, Newyork",1968.0,,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 HOR
B10127,Oberg (E ),Maciery's Handbook,"Industrial Press INC, Newyork",1984.0,0831111550,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 OBE
B20759,Oberg (E ),Maciery's Handbook,"Industrial Press INC, Newyork",2008.0,9780831128005,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 OBE
B9519,Commond M.US),Engineering Designe Handbook Computer Aided Design Of Mechanical Part- Two,"Major General,USA",1977.0,0260812659,TLC-R-1-S-9,HANDBOOK MECHANICAL,(035)621 COM
B8918,Williams (B.A),Electronic Filter Design HandBook,"McGraw-Hill Book ,USA",1981.0,0070704309,TLC-R-1-S-10,HANDBOOK IC,(035)621.372.54 WIL
B14558,Clifford (M),New Handbook of Electronic Data,"Prentice Hall, Englewood Cliffs, New Jersey,UK",1988.0,0136134157,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 CLI
B2991,Kneital (T),"Electronics Circuits Handbook,Vol-1",New York,,,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 KNE
B9769,DeMaw (D),Practical Designe Manual,"Prentice Hall, Inc.,Englewood Cliffs, London",1982.0,0136937543,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 DEM
B10903,Taylor (F.J),Digital Filter Design Handbook,"Marchel Dekker,Inc.New York",1983.0,0824713575,TLC-R-1-S-10,HANDBOOK IC,(035)621.372.8521 TAY
B5910,Hilburn (J.L),Manual of Active Filter Design,"McGraw-Hill Book Company,New York",1973.0,0070287597,TLC-R-1-S-10,HANDBOOK IC,(035)621.372.852.1 HIL
B9992,Woodgate (R.W),HandbookOfMachine Soldering,"A Wiley-Interscince Publication,John Wiley & Sons ,Inc.New York",1983.0,0471875406,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 WOO
B15431,Sessions (K.W),Underwater Acoustics Handbook-11,TAB Books Inc.USA,1988.0,0830629807,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 SES
B4042,Lenk (J.D),Handbook of Prctical Electronic Tests & Measurements,"Prentice-Hall,Inc",1969.0,,TLC-R-1-S-10,HANDBOOK IC,(035)621 LEN
B4437,Zverev (A.I),Handbook of Filter Synthesis,"John Wiley & Sons,Inc.New York",1967.0,,TLC-R-1-S-10,HANDBOOK IC,(035)621.372.542 ZYE
B17278,Davidson (H.L),Electronic troubleshooting and repair handbook,"TAB Books ,a Devision of McGraw Hill,Inc.London",1995.0,007015676X,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 DAV
B19810,Bhushan (B),Springer handbook of Nanotechnology,"Springer-Verlag Berlin Heidelberg,Germany",2004.0,3540012184,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 BHU
B20613,Chen (W.K),The Circuits And Filters Handook,"CRC Press,London",2003.0,,TLC-R-1-S-10,HANDBOOK IC,(035)0621.039.534.20 CHE
B6516,Fink (D.G),Electronics Engineers Handbook,"McGraw hill Book Company,USA",1975.0,0070209804,TLC-R-1-S-10,HANDBOOK IC,(035)621.382 FIN
B1288,Henney (K),Electronic Components Handbook,"McGraw hill Book Company,INC.Toronto",1958.0,,TLC-R-1-S-10,HANDBOOK IC,(035)321.38 HEN-V2
B843,Cockrell (WD),Industrial Electronics Handbook,"McGraw hill Book Company,INC.Toronto",1958.0,,TLC-R-1-S-10,HANDBOOK IC,(035)621.38 COC
B13411,Moschytz (GS),Active Filter Design Handbook for Use With Prog.,"John Wiley & Sons,Inc.New York",1981.0,0471278505,TLC-R-1-S-10,HANDBOOK IC,(035)621.372.852.1 MOS
B17147,Manini (AK),Handbook of Electronics,Khanna Publishers,1994.0,8174090037,TLC-R-1-S-10,HANDBOOK IC,(035)621.3 MAI
B19136,Crawford(J),Frequency Synthesizer Design Handbook,Artech House Boston.London,1994.0,0890064407,TLC-R-1-S-10,HANDBOOK IC,(035)621.374 CRA
B7189,Landee (R.W),Electronics Designer's Handbook,"McGraw-Hill Book Company,USA",1977.0,0070231494,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 LAN
B22377,Gibson (JD),The Communications Hand Book 2nd Edition,CRC Press,2002.0,9781498771801,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)681.31 GIB
B22076,Rosebury (F),Electron Tube & Vacuum Techniques,"Addison-Wesley Publishing Company,INC.USA",1965.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 ROS
B22077,Rosebury (F),Electron Tube & Vacuum Techniques,"Addison-Wesley Publishing Company,INC.USA",1965.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 ROS
B21894,Ilyas(M),Optical Communication Networks,"CRC Press,New York",2003.0,0849313333,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 ILS
B4862,Saad (T.S),Microwave Engineers'handbook Vol-1,"Artech House ,INC ,London",1971.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.385.6 SAA
B21898,Whitaker (JC),Electronic System Maintenance Handbook 2nd edition,CRC Press,2013.0,0849383544,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 WHI
B21704,Woodgate (R.W),"The Handbook of Machine Soldering SMT and TH, 3rd Edition","John Wiley & Sons,Inc.New York",1996.0,0471139041,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 WOO
B4701,RCA,Solid-State Power Circuits,Technical Series,1971.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.382 RCA
B5576,Coombs(C F),Basic Electronic Instrument Handbook,"McGraw-Hill Book Company,New York",1972.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38.002.56 COO
B21899,Liggins(ME),Handbook of Multisensor Data Fusion Theory and Practice 2en Edition,CRC Press,2009.0,9781420053081,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38.LIG
B0578,Stevens(S.S),Handbook of Experimental Psychology,"John Wiley & Sons,Inc.New York",1951.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621 STV
B1826,Hunter (LP),Handbook of Semiconductor Electronics,"McGraw-Hill Book Company,Inc Newyork",1956.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.382 HUN
B1812,Carroll (MJ),Design Manual Or Transistor Circuits,McGraw_hill Book Company,1961.0,,TLC-R-1-S-1,General,(035)621.38 2.3 CAR
B21625,Matisoff(B),"Handbook of Electronics Manufacturin Engineering , 3rd Edition",ITP International Thomson Publishing,1997.0,,TLC-R-1-S-11,HANDBOOK ELEC.DEVICE,(035)621.38 MAT
B12290,Lnglis (AF),Electronic Communication Handbook,McGraw-Hill Book Company,1988.0,0070317119,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.396.67 ING
B20714,Goldman(S),Phase-Locked Loop Engineering Handbook for Integated Circuits,Artech House,2007.0,97801596931541,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.049.77 GOL
B16175,Gilleo(K),Handbook of Flexible Circuits,VNB Van Nostrand Reinhold,1992.0,0442001681,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.049.75 GIL
B20188,White(D R J),"A Handbook Series on Electromagnetic Interference and Compatibility , Vol 5",Don White Consultants,1972.0,,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.031.7 WHI
B20186,White(RJ),"A Handbook Series on Electromagnetic Interference and Compatibility , Vol 3",Don White Consultants,1973.0,,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.031.7 WHI
B16890,Marcuvitz(N),Waveguide Handbook,McGraw-Hill Book Company,1986.0,,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.372.8 MAR
B1417,Henney (K),Electronic Components Handbook Volume 2,"McGraw-Hill Book Company., Inc",1958.0,,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.04 N58 HEN
B1417-DUP2,Henney (K),Electronic Components Handbook Volume 3,"McGraw-Hill Book Company., Inc",1959.0,,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.04 HEN
B15120,Giacomo(JD),VLSI Handbook,"McGraw-Hill Book Company., Inc",1989.0,0070169039,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.049.77 GIA
B14229,Billings(KH),Handbook of Switchmode Power Supplies,"McGraw-Hill Book Company,New York",1989.0,0070053308,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.031 BIL
B22593,Bralla(JG),Design for Manufacturability Handbook 2ed edition,"McGraw-Hill Book Company,New York",1999.0,007007139X,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.38 BRA
B18979,Hinch (SW),Handbook of Surface Mount Technology,Longman Scientific & Technical,1988.0,0582005175,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.049.75 HIN
B1229,Pender(H),"Elecrical Engineers' Handbook ""Electic Power"" 4th Edition","John Wiley & Sons,Inc.New York",1914.0,,TLC-R-1-S-12,HANDBOOK TELECOM,(035)621.3.031 PEN
B18978,Upson(AR),Synchro Engineering Handbook,Hutchinson of London,1965.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.077 UPS
B14716,Prestopnik(RJ),The Microprocessor Peripheral IC Reference Manual,Pentice Hall,1989.0,0135807050,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 PRE
B6290,Rutkowski (GB),Handbook of Integrated-Circuit Operational Amplifiers,Pentice Hall.Inc,1975.0,0133787036,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 RUT
B13843,Traister (RJ),Voltage Regulator Circuit Manual,"Academic Press,Inc.",1989.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 TRA
B3912,Hemingway(TK),Circuit Consultant's Casebook,"Business Books Limited, London",1970.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.7 HEM
B20589,Heney (K),Electronic components Handbook (V-3),McGraw-Hill Book company / New york,1959.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035) 621.315 HEN
B10902,Kane (G),68000 Microprocessor Handbook,"OSBORNE/McGraw-Hill Berkeley ,Califorania",1978.0,0931988411,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.771 KAN
B13478,Sloul (F D),Micrprocessor Applications Handbook,"McGraw-Hill Book Company ,USA",1982.0,0070617988,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 SLO
B14136,Sinnadurai (F N),HandBook of Microeletronics Packaging and Interconnection Technologies,"8 Barns Street , Ayr, Scotland",1985.0,0901150193,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 SIN
B6358,Bnatek (E R ),A Users Handbook of Intergrated Circuts,"John Wiley & Sons,Inc.New York",1973.0,00471401102,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 HNA
B10977,Seidman (A.H),Integrated Circuits Applications Handbook,"John Wiley & Sons,Inc.New York",1983.0,0471077658,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 SEI
B5481,Grafham(DR),"SCR Manual 5th Edition ""General Electric""",Semiconductor Products Department,1972.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 SCR
B11079,Longland Ceng (T),Power Capacitor Handbook,"Butterworths, London",1984.0,0408002921,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.31:621.319 LON
B459,Hunter (L),Handbook of Semiconductor Electronics,McGraw-Hill Book company / New york,1956.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.314.7HUN
B20246,RCA,Designer's Handbook Solid-State Power Circuits,Technical Series,1971.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 RCA
B4625,Wilson (FW),Handbook of Fixture Design,McGraw-Hill Book company / New york,1962.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.791.039 WIL
B2992,Kneitel(T),"Electronic Circuts Handbook , V2",Cowan Publishing Corp,1966.0,,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 KNE
B19331,Johnson(HW),High-Speed Digital Design A handbook of Black Magic,Prentice Hall PTR,1993.0,0133957241,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.037 JOH
B15477,Maeston (RM),Power Control Ciecuits Manual,Heinemann newnes,1990.0,0434912166,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.3.049.77 MAR
B13829,Traister (RJ),Operational Amplifier Circuit Manual,"Academic Press , Inc",1989.0,0126974055,TLC-R-1-S-13,HANDBOOK TELEGRAPHY,(035)621.375 TRA
B14164,Clayton (A),Handbook of Electronic Connectors,Electrochemical Publications,1982.0,0901150118,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.315.15.682 CLA
B22388,Guyer(EC),Handbook of Applied Thermal Design,,1999.0,9781498771917,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38 GUY
B20256,Cadick(J),Electrical Safety Handbook,"McGraw-Hill , New York",2006.0,0071457720,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.3.019.3 CAD
B19273,Montrose (MI),Printed Circuits Board Desighn Techniques for EMC Compliance,"John Wiley & Sons,Inc.New York",2000.0,0780353765,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.3.049.75 MON
B19578,Fink (D),Standard Handbook for Electrical Engineers,"McGraw-Hill , New York",1949.0,0070209758,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.3 FIN
B5493,Rice (LR),Silicon Controlled Rectifier Designers Handbook,Westinghouse,1970.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.382 RIC
B20901,Hemming (LH),Architectural Electromagnetic Shielding Handbook,"IEEE Press, Newyork",1992.0,0780360249,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.318 HEM
B3914,EEE Magazine,Electronic Circuit Design Handbook,TAB Books,1970.0,0780360249,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.318 HEM
B1288-DUP2,Henney (K),Electronic Components Handbook,McGraw-Hill Book company / New york,1957.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38 HEN
B11082,Lowdon ( E ),Practical Transformer Design Handbook,"Howard W. Sams & Co., Inc",1980.0,0672216574,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.314 LOW
B3356,Schwartz(S),Selected Semiconductor Circuits Handbook,"John Wiley & Sons,Inc.New York",1960.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.382 SCH
B2298,Kretzmann®,Industrial Electronics Handbook,Ilips Technical Library,1953.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38 KRE
B3248,Shea(RF),Amplifier Handbook,McGraw-Hill Book company / New york,1966.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.375 SHE
B20875,Sutherland (K),Filters and Filtration Handbook,Elsevier,2008.0,9781856174640,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.372.852.1 SUT
B15543,Hemming (LH),Architectural Electromagnetic Shielding Handbook,"IEEE Press, Newyork",1992.0,0879422874,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.319.74 HEM
B13412,Mandl(M),Electronics Handbook,"Reston Publishing Company ,Inc",1983.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38 MAN
B11793,Kaufman(M),Handbook for Electronics Engineering Technicians 2ed Edition,McGraw-Hill Book company / New york,1984.0,0070334080,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38 KAU
B15292,Licari (J),Handbook of Polymer Coatings for Electronics 2ed Edition,Noyes Publications,1990.0,081551235X,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38:678.7:667.63 LIC
B7972,Matosoff (BS),Handbook of Electronics Manufacturing Engineering,"VNR Company , Newyork",1978.0,0442251467,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38:658.5 MAT
B16811,Money (S),Electronic Test Equipment Handbook,BPB Publications New Delhi,1991.0,,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.38 MON
B20701,Kaiser( CJ ),The Resistor Handbook,Cj Publication,1994.0,0962852554,TLC-R-1-S-14,HANDBOOK RADIO COMM,(035)621.361.8 KAI
B20184,Bronzine & Lacquering (P),Handbook on Electroplating,W. Canning & Co.Ltd,1966.0,,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.357.7 BRO
B16478,BPB Publications,Microprocessor Date Hand Book,Manish Jain / New Delhi,1989.0,,TLC-R-1-S-15,HANDBOOK RADIO COMM,(035)621.38
B20122,Billings (KH),Switchmode Power Supply Handbook,McGraw-Hill Book company / New york,1999.0,0070067198,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.354 BIL
B15079,Parmley (RO),Standard Handbook of Fastening and Joining 2ed Edition,McGraw-Hill Book company / New york,1989.0,0070485224,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.38 PAR
B20700,Kaiser( CJ ),The Inductor Handbook 1st Edition,Cj Publication,1996.0,0962552546,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.318.43 KAI
B21740,Zverev (A.I),Handbook of Filter Synthesis,Wiley-Intercience,1967.0,100471749427,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.372.852.1 ZVE
B17101,TMS,Rechargeable Batteries Applivations Handbook,"Butterworths-Heinemann, London",1992.0,0750692286,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.354 TMS
B19984,Mclymam(CWm.),Transformer and Inductor Design Handbook,"Marcel Dekker,Inc.",2004.0,0824753933,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.314 MCL
B20474,Mclymam(CWm.),Transformer and Inductor Design Handbook,"Marcel Dekker,Inc.",2004.0,0824753933,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.314 MCL
B15352,Fink (D.G),Electronic Engineer's Handbook,McGraw-Hill Book company / New york,1986.0,0071004181,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.38 FIN
B22389,Bansal ( R),Handbook of Engineering Electromagnetics,"Marcel Dekker,Inc. New york",2004.0,9781498771894,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.38 BAN
B21037,Harper (VA),Electronic Packaging and Interconnection Handbook,McGraw-Hill Book company / New york,2005.0,0071430482,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.38 HAR
B19013,Kularatna(N),Power Electronics Design Handbook,Newnes,1998.0,0750670738,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.311 KUL
B21303,Reddy (TB),Linden's Handbook of Batteries,McGraw-Hill Book company / New york,2011.0,9780071624213,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.355 RED
B22427,Calder (L),VLSI Design Handbook,Delve Publishing,2015.0,978680953305,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.38 CAL
B20375,Buchmann (I),Batteries in a Portable World 2ed Edition,Cadex Electronics Inc.,2001.0,0968211828,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.355 BUC
B20832,"Tarter,P.E ( R)",Solid-State Power Conversion Handbook,"John Wiley & Sons,Inc.New York",1993.0,0471572438,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.354 TAR
B17921,Saha(PK),Text Book and Application Engineering Handbook of Pocket Plate Vented and Sealed Nickel Cammium Batteries,Lakshman Gopal Saha,,,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.316.56 SAH
B10128,Markus (J),Popular Circuits Ready Ref,,,,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.3.148.77 MAR
B14403,Parthasaradhy,Practical Electroplating Handbook,Prentice Hall,1989.0,0133808661,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.357.7 PAR
B4041,Thomas(HE),Handbook of Electronic Instruments and Measurement Techniques,"Prentice -Hall, Inc",1967.0,,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.357 THO
B4606,Dodley (DW),Gear Handbook,McGraw-Hill Book company / New york,1962.0,,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.38 DUD
B22650,Sasikala (B) /Poornachandra (R S),Handbook of Experiments in Electronics and Communication Engineering,Vikas Publishing House Pvt LTD /New Delhi,2003.0,8125909435,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.39 RAO
B15609,Breed (GA),Oscillator Design Handbook 2ed Edition,Cardiff Publishing Company,1991.0,,TLC-R-1-S-15,HANDBOOK MIL.ENGG,(035)621.373 BRE
B21943,Barker (A),How to Manage Meeting,Kogan Page,2002.0,9780749463427,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 BAR
B17013,Nair (MRR),Excellence Through Human Resource Development,"Tata McGraw Hill Publishing Company Ltd , New Delhi",1990.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,65 NAL
B249,Henney (K),Radio Engineering Handbook,McGraw-Hill Book company / New york,1950.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 HEN
B6180,White (DRJ),Ahandbook Series on Electromagnetic Interference and Compatibility,Don White Consultants,1974.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 WHI
B3813,Hamsher (DH),Communication System Engineering Handbook,McGraw-Hill Book company / New york,1967.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 HAM
B2390,Henney (K),Radio Engineering Handbook,McGraw-Hill Book company / New york,1950.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 HEN
B20334,Besser(L),RF Circuit Fundamental 2,Noble publishong,1986.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 BES
B13398,Kraus (J.D),Antennas,McGraw-Hill Book company / New york,1988.0,0070354227,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 067 KRA
B12878,Gumble (BL),The International Countermeasures Handbook 12th Edition,,1987.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)623.4:621.38 INC
B18075,Terman (FE),Radio Engineers Handbook,McGraw-Hill Book company / New york,1950.0,,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 TER
B21187,Bralla(JG),Design for Manufacturability Handbook 2ed edition,McGraw-Hill Book company / New york,1999.0,007007139X,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)658.5 BRA
B14298,Mardinuian(M),"A Handbook Series on Electromagnetic Interferece and Compatibility ""Groundng and Bonding","Interference Control Technologies,Inc",1988.0,0944916023,TLC-R-1-S-16,HANDBOOK MANAGEMENT,(035)621.396 MAR
